#MetaNetX/TSV/peptides.tsv 1.1
#ID	description	xrefs	gene_names
b3735	atpH	asap:ABE-0012215;ecogene:EG10105;ncbigene:948254;ncbigi:16131603;refseq_locus_tag:b3735;refseq_name:atpH;refseq_synonym:ECK3728;refseq_synonym:JW3713;refseq_synonym:papE;refseq_synonym:uncH;uniprot:P0ABA4	b3735
b3736	atpF	asap:ABE-0012217;ecogene:EG10103;ncbigene:948247;ncbigi:16131604;refseq_locus_tag:b3736;refseq_name:atpF;refseq_synonym:ECK3729;refseq_synonym:JW3714;refseq_synonym:papF;refseq_synonym:uncF;uniprot:P0ABA0	b3736
b3737	atpE	asap:ABE-0012220;ecogene:EG10102;ncbigene:948253;ncbigi:16131605;refseq_locus_tag:b3737;refseq_name:atpE;refseq_synonym:ECK3730;refseq_synonym:JW3715;refseq_synonym:papH;refseq_synonym:uncE;uniprot:P68699	b3737
b3738	atpB	asap:ABE-0012222;ecogene:EG10099;ncbigene:948252;ncbigi:16131606;refseq_locus_tag:b3738;refseq_name:atpB;refseq_synonym:ECK3731;refseq_synonym:JW3716;refseq_synonym:papD;refseq_synonym:uncB;uniprot:P0AB98	b3738
b3739	atpI	asap:ABE-0012224;ecogene:EG10106;ncbigene:948251;ncbigi:90111645;refseq_locus_tag:b3739;refseq_name:atpI;refseq_synonym:ECK3732;refseq_synonym:JW5611;refseq_synonym:uncI;uniprot:P0ABC0	b3739
b3870	glnA	asap:ABE-0012640;ecogene:EG10383;ncbigene:948370;ncbigi:16131710;refseq_locus_tag:b3870;refseq_name:glnA;refseq_synonym:ECK3863;refseq_synonym:JW3841;uniprot:P0A9C5	b3870
b3916	pfkA	asap:ABE-0012789;ecogene:EG10699;ncbigene:948412;ncbigi:16131754;refseq_locus_tag:b3916;refseq_name:pfkA;refseq_synonym:ECK3908;refseq_synonym:JW3887;uniprot:P0A796	b3916
b3919	tpiA	asap:ABE-0012799;ecogene:EG11015;ncbigene:948409;ncbigi:16131757;refseq_locus_tag:b3919;refseq_name:tpiA;refseq_synonym:ECK3911;refseq_synonym:JW3890;refseq_synonym:tpi;uniprot:P0A858	b3919
b3925	glpX	asap:ABE-0012821;ecogene:EG11517;ncbigene:948424;ncbigi:16131763;refseq_locus_tag:b3925;refseq_name:glpX;refseq_synonym:ECK3917;refseq_synonym:JW3896;uniprot:P0A9C9	b3925
b3951	pflD	asap:ABE-0012934;ecogene:EG11910;ncbigene:948454;ncbigi:16131789;refseq_locus_tag:b3951;refseq_name:pflD;refseq_synonym:ECK3942;refseq_synonym:JW3923;refseq_synonym:yijL;uniprot:P32674	b3951
b3952	pflC	asap:ABE-0012937;ecogene:EG11911;ncbigene:948453;ncbigi:49176447;refseq_locus_tag:b3952;refseq_name:pflC;refseq_synonym:ECK3943;refseq_synonym:JW3924;refseq_synonym:yijM;uniprot:P32675	b3952
b3956	ppc	asap:ABE-0012950;ecogene:EG10756;ncbigene:948457;ncbigi:16131794;refseq_locus_tag:b3956;refseq_name:ppc;refseq_synonym:ECK3947;refseq_synonym:JW3928;refseq_synonym:asp;refseq_synonym:glu;uniprot:P00864	b3956
b3962	sthA	asap:ABE-0012975;ecogene:EG11428;ncbigene:948461;ncbigi:90111670;refseq_locus_tag:b3962;refseq_name:sthA;refseq_synonym:ECK3954;refseq_synonym:JW5551;refseq_synonym:sth;refseq_synonym:udhA;uniprot:P27306	b3962
b4014	aceB	asap:ABE-0013125;ecogene:EG10023;ncbigene:948512;ncbigi:16131840;refseq_locus_tag:b4014;refseq_name:aceB;refseq_synonym:ECK4006;refseq_synonym:JW3974;refseq_synonym:mas;uniprot:P08997	b4014
b4015	aceA	asap:ABE-0013128;ecogene:EG10022;ncbigene:948517;ncbigi:16131841;refseq_locus_tag:b4015;refseq_name:aceA;refseq_synonym:ECK4007;refseq_synonym:JW3975;refseq_synonym:icl;uniprot:P0A9G6	b4015
b4025	pgi	asap:ABE-0013163;ecogene:EG10702;ncbigene:948535;ncbigi:16131851;refseq_locus_tag:b4025;refseq_name:pgi;refseq_synonym:ECK4017;refseq_synonym:JW3985;uniprot:P0A6T1	b4025
b4077	gltP	asap:ABE-0013357;ecogene:EG10405;ncbigene:948591;ncbigi:16131903;refseq_locus_tag:b4077;refseq_name:gltP;refseq_synonym:ECK4070;refseq_synonym:JW4038;uniprot:P21345	b4077
b4090	rpiB	asap:ABE-0013405;ecogene:EG11827;ncbigene:948602;ncbigi:16131916;refseq_locus_tag:b4090;refseq_name:rpiB;refseq_synonym:ECK4083;refseq_synonym:JW4051;refseq_synonym:alsB;refseq_synonym:alsI;refseq_synonym:yjcA;uniprot:P37351	b4090
b4122	fumB	asap:ABE-0013501;ecogene:EG10357;ncbigene:948642;ncbigi:16131948;refseq_locus_tag:b4122;refseq_name:fumB;refseq_synonym:ECK4115;refseq_synonym:JW4083;uniprot:P14407	b4122
b4151	frdD	asap:ABE-0013595;ecogene:EG10333;ncbigene:948668;ncbigi:16131976;refseq_locus_tag:b4151;refseq_name:frdD;refseq_synonym:ECK4147;refseq_synonym:JW4112;uniprot:P0A8Q3	b4151
b4152	frdC	asap:ABE-0013598;ecogene:EG10332;ncbigene:948680;ncbigi:16131977;refseq_locus_tag:b4152;refseq_name:frdC;refseq_synonym:ECK4148;refseq_synonym:JW4113;uniprot:P0A8Q0	b4152
b4153	frdB	asap:ABE-0013602;ecogene:EG10331;ncbigene:948666;ncbigi:16131978;refseq_locus_tag:b4153;refseq_name:frdB;refseq_synonym:ECK4149;refseq_synonym:JW4114;uniprot:P0AC47	b4153
b4154	frdA	asap:ABE-0013604;ecogene:EG10330;ncbigene:948667;ncbigi:16131979;refseq_locus_tag:b4154;refseq_name:frdA;refseq_synonym:ECK4150;refseq_synonym:JW4115;uniprot:P00363	b4154
b4232	fbp	asap:ABE-0013842;ecogene:EG10283;ncbigene:948753;ncbigi:16132054;refseq_locus_tag:b4232;refseq_name:fbp;refseq_synonym:ECK4227;refseq_synonym:JW4191;refseq_synonym:fdp;uniprot:P0A993	b4232
b4301	sgcE	asap:ABE-0014097;ecogene:EG12553;ncbigene:948829;ncbigi:16132122;refseq_locus_tag:b4301;refseq_name:sgcE;refseq_synonym:ECK4290;refseq_synonym:JW4263;refseq_synonym:yjhK;uniprot:P39362	b4301
b4395	ytjC	asap:ABE-0014416;ecogene:EG12164;ncbigene:948918;ncbigi:16132212;refseq_locus_tag:b4395;refseq_name:ytjC;refseq_synonym:ECK4387;refseq_synonym:JW4358;refseq_synonym:gpmB;uniprot:P0A7A2	b4395
s0001	s0001		s0001
