#MetaNetX/TSV/peptides.tsv 1.1
#ID	description	xrefs	gene_names
b1123	potD	asap:ABE-0003789;ecogene:EG10752;ncbigene:945682;ncbigi:16129086;refseq_locus_tag:b1123;refseq_name:potD;refseq_synonym:ECK1109;refseq_synonym:JW1109;uniprot:P0AFK9	b1123
b1124	potC	asap:ABE-0003791;ecogene:EG10751;ncbigene:945691;ncbigi:16129087;refseq_locus_tag:b1124;refseq_name:potC;refseq_synonym:ECK1110;refseq_synonym:JW1110;uniprot:P0AFK6	b1124
b1125	potB	asap:ABE-0003794;ecogene:EG10750;ncbigene:945692;ncbigi:162135921;refseq_locus_tag:b1125;refseq_name:potB;refseq_synonym:ECK1111;refseq_synonym:JW1111;uniprot:P0AFK4	b1125
b1126	potA	asap:ABE-0003796;ecogene:EG10749;ncbigene:946323;ncbigi:16129089;refseq_locus_tag:b1126;refseq_name:potA;refseq_synonym:ECK1112;refseq_synonym:JW1112;uniprot:P69874	b1126
b1131	purB	asap:ABE-0003810;ecogene:EG11314;ncbigene:945695;ncbigi:16129094;refseq_locus_tag:b1131;refseq_name:purB;refseq_synonym:ECK1117;refseq_synonym:JW1117;refseq_synonym:ade;uniprot:P0AB89	b1131
b1134	nudJ	asap:ABE-0003818;ecogene:EG13446;ncbigene:945689;ncbigi:16129097;refseq_locus_tag:b1134;refseq_name:nudJ;refseq_synonym:ECK1120;refseq_synonym:JW1120;refseq_synonym:ymfB;uniprot:P0AEI6	b1134
b1136	icd	asap:ABE-0003823;ecogene:EG10489;ncbigene:945702;ncbigi:16129099;refseq_locus_tag:b1136;refseq_name:icd;refseq_synonym:ECK1122;refseq_synonym:JW1122;refseq_synonym:icdA;refseq_synonym:icdE;uniprot:P08200	b1136
b1185	dsbB	asap:ABE-0003979;ecogene:EG11393;ncbigene:946344;ncbigi:49176085;refseq_locus_tag:b1185;refseq_name:dsbB;refseq_synonym:ECK1173;refseq_synonym:JW5182;refseq_synonym:dsbX;refseq_synonym:iarB;refseq_synonym:roxB;refseq_synonym:ycgA;uniprot:P0A6M2	b1185
b1186	nhaB	asap:ABE-0003984;ecogene:EG11392;ncbigene:944822;ncbigi:16129149;refseq_locus_tag:b1186;refseq_name:nhaB;refseq_synonym:ECK1174;refseq_synonym:JW1175;uniprot:P0AFA7	b1186
b1189	dadA	asap:ABE-0003995;ecogene:EG11407;ncbigene:945752;ncbigi:16129152;refseq_locus_tag:b1189;refseq_name:dadA;refseq_synonym:ECK1177;refseq_synonym:JW1178;refseq_synonym:dadR;uniprot:P0A6J5	b1189
b1190	dadX	asap:ABE-0003997;ecogene:EG11408;ncbigene:945754;ncbigi:16129153;refseq_locus_tag:b1190;refseq_name:dadX;refseq_synonym:ECK1178;refseq_synonym:JW1179;refseq_synonym:alnB;refseq_synonym:dadB;refseq_synonym:msuA?;uniprot:P29012	b1190
b1192	ldcA	asap:ABE-0004002;ecogene:EG13898;ncbigene:945756;ncbigi:16129155;refseq_locus_tag:b1192;refseq_name:ldcA;refseq_synonym:ECK1180;refseq_synonym:JW1181;refseq_synonym:ycgQ;uniprot:P76008	b1192
b1193	emtA	asap:ABE-0004006;ecogene:EG13897;ncbigene:945655;ncbigi:90111231;refseq_locus_tag:b1193;refseq_name:emtA;refseq_synonym:ECK1181;refseq_synonym:JW5821;refseq_synonym:mltE;refseq_synonym:sltZ;refseq_synonym:ycgP;uniprot:P0C960	b1193
b1197	treA	asap:ABE-0004021;ecogene:EG11017;ncbigene:945757;ncbigi:16129160;refseq_locus_tag:b1197;refseq_name:treA;refseq_synonym:ECK1185;refseq_synonym:JW1186;refseq_synonym:osmA;uniprot:P13482	b1197
b1198	dhaM	asap:ABE-0004024;ecogene:EG12399;ncbigene:945749;ncbigi:226524708;refseq_locus_tag:b1198;refseq_name:dhaM;refseq_synonym:ECK1186;refseq_synonym:JW5185;refseq_synonym:dhaH;refseq_synonym:ptsD;refseq_synonym:ycgC;uniprot:P37349	b1198
b1199	dhaL	asap:ABE-0004026;ecogene:EG13900;ncbigene:945748;ncbigi:16129162;refseq_locus_tag:b1199;refseq_name:dhaL;refseq_synonym:ECK1187;refseq_synonym:JW5186;refseq_synonym:dhaK2;refseq_synonym:ptsD;refseq_synonym:ycgS;uniprot:P76014	b1199
b1200	dhaK	asap:ABE-0004029;ecogene:EG13901;ncbigene:945747;ncbigi:162135900;refseq_locus_tag:b1200;refseq_name:dhaK;refseq_synonym:ECK1188;refseq_synonym:JW5187;refseq_synonym:dhaK1;refseq_synonym:ptsD;refseq_synonym:ycgT;uniprot:P76015	b1200
b1206	dauA	asap:ABE-0004051;ecogene:EG12392;ncbigene:945770;ncbigi:90111235;refseq_locus_tag:b1206;refseq_name:dauA;refseq_synonym:ECK1194;refseq_synonym:JW5189;refseq_synonym:ychM;uniprot:P0AFR2	b1206
b1207	prs	asap:ABE-0004054;ecogene:EG10774;ncbigene:945772;ncbigi:16129170;refseq_locus_tag:b1207;refseq_name:prs;refseq_synonym:ECK1195;refseq_synonym:JW1198;refseq_synonym:dnaR;refseq_synonym:prsA;uniprot:P0A717	b1207
b1208	ispE	asap:ABE-0004056;ecogene:EG11294;ncbigene:945774;ncbigi:16129171;refseq_locus_tag:b1208;refseq_name:ispE;refseq_synonym:ECK1196;refseq_synonym:JW1199;refseq_synonym:ipk;refseq_synonym:ychB;uniprot:P62615	b1208
b1210	hemA	asap:ABE-0004064;ecogene:EG10427;ncbigene:945777;ncbigi:16129173;refseq_locus_tag:b1210;refseq_name:hemA;refseq_synonym:ECK1198;refseq_synonym:JW1201;refseq_synonym:gtrA;uniprot:P0A6X1	b1210
b1215	kdsA	asap:ABE-0004077;ecogene:EG10518;ncbigene:945785;ncbigi:16129178;refseq_locus_tag:b1215;refseq_name:kdsA;refseq_synonym:ECK1203;refseq_synonym:JW1206;uniprot:P0A715	b1215
b1216	chaA	asap:ABE-0004082;ecogene:EG11753;ncbigene:945790;ncbigi:16129179;refseq_locus_tag:b1216;refseq_name:chaA;refseq_synonym:ECK1210;refseq_synonym:JW1207;uniprot:P31801	b1216
b1223	narK	asap:ABE-0004111;ecogene:EG10642;ncbigene:945783;ncbigi:16129186;refseq_locus_tag:b1223;refseq_name:narK;refseq_synonym:ECK1217;refseq_synonym:JW1214;uniprot:P10903	b1223
b1224	narG	asap:ABE-0004119;ecogene:EG10638;ncbigene:945782;ncbigi:16129187;refseq_locus_tag:b1224;refseq_name:narG;refseq_synonym:ECK1218;refseq_synonym:JW1215;refseq_synonym:chlC;refseq_synonym:narC;uniprot:P09152	b1224
b1225	narH	asap:ABE-0004121;ecogene:EG10639;ncbigene:945780;ncbigi:16129188;refseq_locus_tag:b1225;refseq_name:narH;refseq_synonym:ECK1219;refseq_synonym:JW1216;refseq_synonym:chlC;uniprot:P11349	b1225
b1226	narJ	asap:ABE-0004123;ecogene:EG10641;ncbigene:945807;ncbigi:16129189;refseq_locus_tag:b1226;refseq_name:narJ;refseq_synonym:ECK1220;refseq_synonym:JW1217;uniprot:P0AF26	b1226
b1227	narI	asap:ABE-0004125;ecogene:EG10640;ncbigene:945808;ncbigi:16129190;refseq_locus_tag:b1227;refseq_name:narI;refseq_synonym:ECK1221;refseq_synonym:JW1218;refseq_synonym:chlI;uniprot:P11350	b1227
b1232	purU	asap:ABE-0004138;ecogene:EG11819;ncbigene:945827;ncbigi:16129193;refseq_locus_tag:b1232;refseq_name:purU;refseq_synonym:ECK1227;refseq_synonym:JW1220;refseq_synonym:tgs;refseq_synonym:ychI;uniprot:P37051	b1232
b1236	galU	asap:ABE-0004150;ecogene:EG11319;ncbigene:945730;ncbigi:16129197;refseq_locus_tag:b1236;refseq_name:galU;refseq_synonym:ECK1231;refseq_synonym:JW1224;refseq_synonym:verA;refseq_synonym:ychD;uniprot:P0AEP3	b1236
b1238	tdk	asap:ABE-0004157;ecogene:EG10994;ncbigene:945834;ncbigi:16129199;refseq_locus_tag:b1238;refseq_name:tdk;refseq_synonym:ECK1233;refseq_synonym:JW1226;uniprot:P23331	b1238
b1241	adhE	asap:ABE-0004164;ecogene:EG10031;ncbigene:945837;ncbigi:16129202;refseq_locus_tag:b1241;refseq_name:adhE;refseq_synonym:ECK1235;refseq_synonym:JW1228;refseq_synonym:adhC;refseq_synonym:ana;uniprot:P0A9Q7	b1241
b1243	oppA	asap:ABE-0004172;ecogene:EG10674;ncbigene:945830;ncbigi:16129204;refseq_locus_tag:b1243;refseq_name:oppA;refseq_synonym:ECK1237;refseq_synonym:JW1235;uniprot:P23843	b1243
b1244	oppB	asap:ABE-0004174;ecogene:EG10675;ncbigene:945823;ncbigi:16129205;refseq_locus_tag:b1244;refseq_name:oppB;refseq_synonym:ECK1238;refseq_synonym:JW1236;refseq_synonym:stkB;uniprot:P0AFH2	b1244
b1245	oppC	asap:ABE-0004176;ecogene:EG10676;ncbigene:945810;ncbigi:16129206;refseq_locus_tag:b1245;refseq_name:oppC;refseq_synonym:ECK1239;refseq_synonym:JW1237;refseq_synonym:stkB;uniprot:P0AFH6	b1245
b1246	oppD	asap:ABE-0004178;ecogene:EG10677;ncbigene:945802;ncbigi:49176090;refseq_locus_tag:b1246;refseq_name:oppD;refseq_synonym:ECK1240;refseq_synonym:JW1238;uniprot:P76027	b1246
b1247	oppF	asap:ABE-0004182;ecogene:EG10678;ncbigene:945818;ncbigi:16129208;refseq_locus_tag:b1247;refseq_name:oppF;refseq_synonym:ECK1241;refseq_synonym:JW1239;uniprot:P77737	b1247
b1249	clsA	asap:ABE-0004186;ecogene:EG11608;ncbigene:945821;ncbigi:16129210;refseq_locus_tag:b1249;refseq_name:clsA;refseq_synonym:ECK1243;refseq_synonym:JW1241;refseq_synonym:cls;refseq_synonym:nov;refseq_synonym:yciJ;uniprot:P0A6H8	b1249
b1250	kch	asap:ABE-0004189;ecogene:EG11606;ncbigene:945841;ncbigi:16129211;refseq_locus_tag:b1250;refseq_name:kch;refseq_synonym:ECK1244;refseq_synonym:JW1242;uniprot:P31069	b1250
b1252	tonB	asap:ABE-0004196;ecogene:EG11012;ncbigene:945843;ncbigi:16129213;refseq_locus_tag:b1252;refseq_name:tonB;refseq_synonym:ECK1246;refseq_synonym:JW5195;refseq_synonym:T1rec;refseq_synonym:exbA;uniprot:P02929	b1252
b1260	trpA	asap:ABE-0004232;ecogene:EG11024;ncbigene:946204;ncbigi:16129221;refseq_locus_tag:b1260;refseq_name:trpA;refseq_synonym:ECK1254;refseq_synonym:JW1252;refseq_synonym:try;refseq_synonym:tryp;uniprot:P0A877	b1260
b1261	trpB	asap:ABE-0004234;ecogene:EG11025;ncbigene:945768;ncbigi:16129222;refseq_locus_tag:b1261;refseq_name:trpB;refseq_synonym:ECK1255;refseq_synonym:JW1253;uniprot:P0A879	b1261
b1262	trpC	asap:ABE-0004238;ecogene:EG11026;ncbigene:945519;ncbigi:635341464;refseq_locus_tag:b1262;refseq_name:trpC;refseq_synonym:ECK1256;refseq_synonym:JW1254;refseq_synonym:trpF;uniprot:P00909	b1262
b1263	trpD	asap:ABE-0004241;ecogene:EG11027;ncbigene:945109;ncbigi:16129224;refseq_locus_tag:b1263;refseq_name:trpD;refseq_synonym:ECK1257;refseq_synonym:JW1255;refseq_synonym:trpGD;uniprot:P00904	b1263
b1264	trpE	asap:ABE-0004244;ecogene:EG11028;ncbigene:945846;ncbigi:16129225;refseq_locus_tag:b1264;refseq_name:trpE;refseq_synonym:ECK1258;refseq_synonym:JW1256;refseq_synonym:anth;refseq_synonym:tryD;refseq_synonym:tryp-4;uniprot:P00895	b1264
b1270	btuR	asap:ABE-0004261;ecogene:EG10130;ncbigene:945839;ncbigi:16129231;refseq_locus_tag:b1270;refseq_name:btuR;refseq_synonym:ECK1264;refseq_synonym:JW1262;refseq_synonym:cobA;uniprot:P0A9H5	b1270
b1276	acnA	asap:ABE-0004283;ecogene:EG11325;ncbigene:946724;ncbigi:16129237;refseq_locus_tag:b1276;refseq_name:acnA;refseq_synonym:ECK1271;refseq_synonym:JW1268;refseq_synonym:acn;uniprot:P25516	b1276
b1277	ribA	asap:ABE-0004285;ecogene:EG11331;ncbigene:945763;ncbigi:16129238;refseq_locus_tag:b1277;refseq_name:ribA;refseq_synonym:ECK1272;refseq_synonym:JW1269;uniprot:P0A7I7	b1277
b1278	pgpB	asap:ABE-0004294;ecogene:EG10705;ncbigene:945863;ncbigi:16129239;refseq_locus_tag:b1278;refseq_name:pgpB;refseq_synonym:ECK1273;refseq_synonym:JW1270;uniprot:P0A924	b1278
b1281	pyrF	asap:ABE-0004304;ecogene:EG10809;ncbigene:947121;ncbigi:16129242;refseq_locus_tag:b1281;refseq_name:pyrF;refseq_synonym:ECK1276;refseq_synonym:JW1273;uniprot:P08244	b1281
b1285	gmr	asap:ABE-0004317;ecogene:EG13415;ncbigene:945868;ncbigi:16129246;refseq_locus_tag:b1285;refseq_name:gmr;refseq_synonym:ECK1280;refseq_synonym:JW1278;refseq_synonym:yciR;uniprot:P77334	b1285
b1288	fabI	asap:ABE-0004327;ecogene:EG11528;ncbigene:945870;ncbigi:16129249;refseq_locus_tag:b1288;refseq_name:fabI;refseq_synonym:ECK1283;refseq_synonym:JW1281;refseq_synonym:envM;refseq_synonym:gts;refseq_synonym:qmeA;uniprot:P0AEK4	b1288
b1291	sapD	asap:ABE-0004342;ecogene:EG12304;ncbigene:946203;ncbigi:16129252;refseq_locus_tag:b1291;refseq_name:sapD;refseq_synonym:ECK1286;refseq_synonym:JW1284;refseq_synonym:trkE;uniprot:P0AAH4	b1291
b1296	puuP	asap:ABE-0004362;ecogene:EG13907;ncbigene:946287;ncbigi:90111243;refseq_locus_tag:b1296;refseq_name:puuP;refseq_synonym:ECK1291;refseq_synonym:JW1289;refseq_synonym:ycjJ;uniprot:P76037	b1296
b1297	puuA	asap:ABE-0004365;ecogene:EG13908;ncbigene:946202;ncbigi:90111244;refseq_locus_tag:b1297;refseq_name:puuA;refseq_synonym:ECK1292;refseq_synonym:JW5201;refseq_synonym:ycjK;uniprot:P78061	b1297
b1298	puuD	asap:ABE-0004369;ecogene:EG13909;ncbigene:945882;ncbigi:90111245;refseq_locus_tag:b1298;refseq_name:puuD;refseq_synonym:ECK1293;refseq_synonym:JW1291;refseq_synonym:ycjL;uniprot:P76038	b1298
b1300	puuC	asap:ABE-0004376;ecogene:EG10036;ncbigene:947003;ncbigi:16129261;refseq_locus_tag:b1300;refseq_name:puuC;refseq_synonym:ECK1295;refseq_synonym:JW1293;refseq_synonym:aldH;uniprot:P23883	b1300
b1301	puuB	asap:ABE-0004378;ecogene:EG11822;ncbigene:945072;ncbigi:16129262;refseq_locus_tag:b1301;refseq_name:puuB;refseq_synonym:ECK1296;refseq_synonym:JW1294;refseq_synonym:ordL;refseq_synonym:ycjA;uniprot:P37906	b1301
b1302	puuE	asap:ABE-0004380;ecogene:EG13187;ncbigene:945446;ncbigi:16129263;refseq_locus_tag:b1302;refseq_name:puuE;refseq_synonym:ECK1297;refseq_synonym:JW1295;refseq_synonym:goaG;uniprot:P50457	b1302
b1308	pspE	asap:ABE-0004397;ecogene:EG10780;ncbigene:945652;ncbigi:16129269;refseq_locus_tag:b1308;refseq_name:pspE;refseq_synonym:ECK1303;refseq_synonym:JW1301;uniprot:P23857	b1308
b1317	ycjU	asap:ABE-0004420;ecogene:EG13918;ncbigene:945891;ncbigi:16129278;refseq_locus_tag:b1317;refseq_name:ycjU;refseq_synonym:ECK1312;refseq_synonym:JW1310;uniprot:P77366	b1317
b1319	ompG	asap:ABE-0004425;ecogene:EG13428;ncbigene:945889;ncbigi:16129280;refseq_locus_tag:b1319;refseq_name:ompG;refseq_synonym:ECK1315;refseq_synonym:JW1312;uniprot:P76045	b1319
b1325	ycjG	asap:ABE-0004448;ecogene:EG13228;ncbigene:946013;ncbigi:90111249;refseq_locus_tag:b1325;refseq_name:ycjG;refseq_synonym:ECK1321;refseq_synonym:JW1318;refseq_synonym:ycjH;uniprot:P51981	b1325
b1326	mpaA	asap:ABE-0004450;ecogene:EG13906;ncbigene:945969;ncbigi:226524711;refseq_locus_tag:b1326;refseq_name:mpaA;refseq_synonym:ECK1322;refseq_synonym:JW1319;refseq_synonym:ycjI;uniprot:P0ACV6	b1326
b1329	mppA	asap:ABE-0004460;ecogene:EG13376;ncbigene:945951;ncbigi:90111250;refseq_locus_tag:b1329;refseq_name:mppA;refseq_synonym:ECK1326;refseq_synonym:JW1322;refseq_synonym:ynaH;uniprot:P77348	b1329
b1330	ynaI	asap:ABE-0004462;ecogene:EG13924;ncbigene:945898;ncbigi:16129291;refseq_locus_tag:b1330;refseq_name:ynaI;refseq_synonym:ECK1327;refseq_synonym:JW1323;uniprot:P0AEB5	b1330
b1336	abgT	asap:ABE-0004488;ecogene:EG12853;ncbigene:945912;ncbigi:90111251;refseq_locus_tag:b1336;refseq_name:abgT;refseq_synonym:ECK1332;refseq_synonym:JW5822;refseq_synonym:ydaH;uniprot:P46133	b1336
b1337	abgB	asap:ABE-0004491;ecogene:EG13351;ncbigene:945950;ncbigi:16129298;refseq_locus_tag:b1337;refseq_name:abgB;refseq_synonym:ECK1333;refseq_synonym:JW1331;refseq_synonym:ydaI;uniprot:P76052	b1337
b1338	abgA	asap:ABE-0004493;ecogene:EG13352;ncbigene:945742;ncbigi:90111252;refseq_locus_tag:b1338;refseq_name:abgA;refseq_synonym:ECK1334;refseq_synonym:JW5205;refseq_synonym:ydaJ;uniprot:P77357	b1338
b1341	ydaM	asap:ABE-0004504;ecogene:EG13355;ncbigene:945909;ncbigi:90111253;refseq_locus_tag:b1341;refseq_name:ydaM;refseq_synonym:ECK1338;refseq_synonym:JW5206;uniprot:P77302	b1341
b1363	trkG	asap:ABE-0004567;ecogene:EG11020;ncbigene:945932;ncbigi:16129324;refseq_locus_tag:b1363;refseq_name:trkG;refseq_synonym:ECK1362;refseq_synonym:JW1358;uniprot:P23849	b1363
b1377	ompN	asap:ABE-0004608;ecogene:EG13375;ncbigene:946313;ncbigi:16129338;refseq_locus_tag:b1377;refseq_name:ompN;refseq_synonym:ECK1372;refseq_synonym:JW1371;refseq_synonym:ynaG;uniprot:P77747	b1377
b1378	pfo	asap:ABE-0004613;ecogene:EG13183;ncbigene:946587;ncbigi:16129339;refseq_locus_tag:b1378;refseq_name:pfo;refseq_synonym:ECK1374;refseq_synonym:JW1372;refseq_synonym:nifJ;refseq_synonym:soi-9;refseq_synonym:ydbK;uniprot:P52647	b1378
b1380	ldhA	asap:ABE-0004619;ecogene:EG13186;ncbigene:946315;ncbigi:16129341;refseq_locus_tag:b1380;refseq_name:ldhA;refseq_synonym:ECK1377;refseq_synonym:JW1375;refseq_synonym:hslF;refseq_synonym:hslI;refseq_synonym:htpH;uniprot:P52643	b1380
b1385	feaB	asap:ABE-0004637;ecogene:EG13179;ncbigene:945933;ncbigi:90111264;refseq_locus_tag:b1385;refseq_name:feaB;refseq_synonym:ECK1382;refseq_synonym:JW1380;refseq_synonym:padA;refseq_synonym:ydbG;uniprot:P80668	b1385
b1386	tynA	asap:ABE-0004639;ecogene:EG13140;ncbigene:945939;ncbigi:162135920;refseq_locus_tag:b1386;refseq_name:tynA;refseq_synonym:ECK1383;refseq_synonym:JW1381;refseq_synonym:maoA;uniprot:P46883	b1386
b1387	paaZ	asap:ABE-0004644;ecogene:EG13735;ncbigene:945954;ncbigi:16129348;refseq_locus_tag:b1387;refseq_name:paaZ;refseq_synonym:ECK1384;refseq_synonym:JW1382;refseq_synonym:maoC;refseq_synonym:tynP?;refseq_synonym:ydbN;uniprot:P77455	b1387
b1388	paaA	asap:ABE-0004649;ecogene:EG13736;ncbigene:945833;ncbigi:16129349;refseq_locus_tag:b1388;refseq_name:paaA;refseq_synonym:ECK1385;refseq_synonym:JW1383;refseq_synonym:ydbO;uniprot:P76077	b1388
b1389	paaB	asap:ABE-0004651;ecogene:EG14299;ncbigene:947595;ncbigi:16129350;refseq_locus_tag:b1389;refseq_name:paaB;refseq_synonym:ECK1386;refseq_synonym:JW1384;refseq_synonym:ynbF;uniprot:P76078	b1389
b1390	paaC	asap:ABE-0004653;ecogene:EG13737;ncbigene:945956;ncbigi:16129351;refseq_locus_tag:b1390;refseq_name:paaC;refseq_synonym:ECK1387;refseq_synonym:JW1385;refseq_synonym:ydbP;uniprot:P76079	b1390
b1391	paaD	asap:ABE-0004655;ecogene:EG13738;ncbigene:945959;ncbigi:226524712;refseq_locus_tag:b1391;refseq_name:paaD;refseq_synonym:ECK1388;refseq_synonym:JW5217;refseq_synonym:ydbQ;uniprot:P76080	b1391
b1392	paaE	asap:ABE-0004657;ecogene:EG13739;ncbigene:945962;ncbigi:16129353;refseq_locus_tag:b1392;refseq_name:paaE;refseq_synonym:ECK1389;refseq_synonym:JW1387;refseq_synonym:ydbR;uniprot:P76081	b1392
b1393	paaF	asap:ABE-0004659;ecogene:EG13740;ncbigene:946011;ncbigi:16129354;refseq_locus_tag:b1393;refseq_name:paaF;refseq_synonym:ECK1390;refseq_synonym:JW1388;refseq_synonym:ydbR;uniprot:P76082	b1393
b1394	paaG	asap:ABE-0004661;ecogene:EG13741;ncbigene:946263;ncbigi:16129355;refseq_locus_tag:b1394;refseq_name:paaG;refseq_synonym:ECK1391;refseq_synonym:JW1389;refseq_synonym:ydbT;uniprot:P77467	b1394
b1395	paaH	asap:ABE-0004663;ecogene:EG13742;ncbigene:945940;ncbigi:16129356;refseq_locus_tag:b1395;refseq_name:paaH;refseq_synonym:ECK1392;refseq_synonym:JW1390;refseq_synonym:ydbU;uniprot:P76083	b1395
b1396	paaI	asap:ABE-0004666;ecogene:EG13743;ncbigene:945265;ncbigi:16129357;refseq_locus_tag:b1396;refseq_name:paaI;refseq_synonym:ECK1393;refseq_synonym:JW1391;refseq_synonym:ydbV;uniprot:P76084	b1396
b1397	paaJ	asap:ABE-0004668;ecogene:EG13744;ncbigene:946121;ncbigi:16129358;refseq_locus_tag:b1397;refseq_name:paaJ;refseq_synonym:ECK1394;refseq_synonym:JW1392;refseq_synonym:ydbW;uniprot:P0C7L2	b1397
b1398	paaK	asap:ABE-0004671;ecogene:EG13745;ncbigene:945963;ncbigi:16129359;refseq_locus_tag:b1398;refseq_name:paaK;refseq_synonym:ECK1395;refseq_synonym:JW5218;uniprot:P76085	b1398
b1400	paaY	asap:ABE-0004676;ecogene:EG13747;ncbigene:945965;ncbigi:16129361;refseq_locus_tag:b1400;refseq_name:paaY;refseq_synonym:ECK1397;refseq_synonym:JW1395;refseq_synonym:ydbZ;uniprot:P77181	b1400
b1415	aldA	asap:ABE-0004725;ecogene:EG10035;ncbigene:945672;ncbigi:16129376;refseq_locus_tag:b1415;refseq_name:aldA;refseq_synonym:ECK1408;refseq_synonym:JW1412;refseq_synonym:ald;uniprot:P25553	b1415
b1430	tehB	asap:ABE-0004772;ecogene:EG11884;ncbigene:945979;ncbigi:16129389;refseq_locus_tag:b1430;refseq_name:tehB;refseq_synonym:ECK1423;refseq_synonym:JW1426;uniprot:P25397	b1430
b1440	ydcS	asap:ABE-0004803;ecogene:EG13762;ncbigene:946005;ncbigi:16129399;refseq_locus_tag:b1440;refseq_name:ydcS;refseq_synonym:ECK1434;refseq_synonym:JW1435;uniprot:P76108	b1440
b1441	ydcT	asap:ABE-0004805;ecogene:EG13763;ncbigene:946007;ncbigi:16129400;refseq_locus_tag:b1441;refseq_name:ydcT;refseq_synonym:ECK1435;refseq_synonym:JW1436;uniprot:P77795	b1441
b1442	ydcU	asap:ABE-0004807;ecogene:EG13764;ncbigene:945976;ncbigi:16129401;refseq_locus_tag:b1442;refseq_name:ydcU;refseq_synonym:ECK1436;refseq_synonym:JW1437;uniprot:P77156	b1442
b1443	ydcV	asap:ABE-0004809;ecogene:EG13765;ncbigene:945903;ncbigi:16129402;refseq_locus_tag:b1443;refseq_name:ydcV;refseq_synonym:ECK1437;refseq_synonym:JW1438;uniprot:P0AFR9	b1443
b1444	patD	asap:ABE-0004813;ecogene:EG13766;ncbigene:945876;ncbigi:16129403;refseq_locus_tag:b1444;refseq_name:patD;refseq_synonym:ECK1438;refseq_synonym:JW1439;refseq_synonym:prr;refseq_synonym:ydcW;uniprot:P77674	b1444
b1448	mnaT	asap:ABE-0004827;ecogene:EG13770;ncbigene:946010;ncbigi:16129407;refseq_locus_tag:b1448;refseq_name:mnaT;refseq_synonym:ECK1442;refseq_synonym:JW5233;refseq_synonym:yncA;uniprot:P76112	b1448
b1449	curA	asap:ABE-0004834;ecogene:EG13772;ncbigene:946012;ncbigi:226524714;refseq_locus_tag:b1449;refseq_name:curA;refseq_synonym:ECK1443;refseq_synonym:JW5907;refseq_synonym:yncB;uniprot:P76113	b1449
b1453	ansP	asap:ABE-0004845;ecogene:EG13776;ncbigene:946019;ncbigi:90111277;refseq_locus_tag:b1453;refseq_name:ansP;refseq_synonym:ECK1447;refseq_synonym:JW5234;refseq_synonym:yncF;uniprot:P77610	b1453
b1463	nhoA	asap:ABE-0004882;ecogene:EG13780;ncbigene:947251;ncbigi:16129422;refseq_locus_tag:b1463;refseq_name:nhoA;refseq_synonym:ECK1457;refseq_synonym:JW1458;refseq_synonym:yddI;uniprot:P77567	b1463
b1465	narV	asap:ABE-0004889;ecogene:EG10644;ncbigene:946029;ncbigi:16129424;refseq_locus_tag:b1465;refseq_name:narV;refseq_synonym:ECK1459;refseq_synonym:JW1460;refseq_synonym:chlZ;uniprot:P0AF32	b1465
b1466	narW	asap:ABE-0004892;ecogene:EG10645;ncbigene:946032;ncbigi:16129425;refseq_locus_tag:b1466;refseq_name:narW;refseq_synonym:ECK1460;refseq_synonym:JW1461;refseq_synonym:chlZ;uniprot:P19317	b1466
b1467	narY	asap:ABE-0004896;ecogene:EG10647;ncbigene:946034;ncbigi:16129426;refseq_locus_tag:b1467;refseq_name:narY;refseq_synonym:ECK1461;refseq_synonym:JW1462;refseq_synonym:chlZ;uniprot:P19318	b1467
b1468	narZ	asap:ABE-0004898;ecogene:EG10648;ncbigene:945999;ncbigi:16129427;refseq_locus_tag:b1468;refseq_name:narZ;refseq_synonym:ECK1462;refseq_synonym:JW1463;refseq_synonym:chlZ;uniprot:P19319	b1468
b1469	narU	asap:ABE-0004901;ecogene:EG12153;ncbigene:945799;ncbigi:16129428;refseq_locus_tag:b1469;refseq_name:narU;refseq_synonym:ECK1463;refseq_synonym:JW1464;refseq_synonym:yddF;uniprot:P37758	b1469
b1473	yddG	asap:ABE-0004912;ecogene:EG12713;ncbigene:945942;ncbigi:145698260;refseq_locus_tag:b1473;refseq_name:yddG;refseq_synonym:ECK1467;refseq_synonym:JW1469;uniprot:P46136	b1473
b1474	fdnG	asap:ABE-0004917;ecogene:EG11227;ncbigene:946035;ncbigi:16129433;refseq_locus_tag:b1474;refseq_name:fdnG;refseq_synonym:ECK1468;refseq_synonym:JW1470;uniprot:P24183	b1474
b1475	fdnH	asap:ABE-0004919;ecogene:EG11228;ncbigene:948794;ncbigi:16129434;refseq_locus_tag:b1475;refseq_name:fdnH;refseq_synonym:ECK1469;refseq_synonym:JW1471;uniprot:P0AAJ3	b1475
b1476	fdnI	asap:ABE-0004921;ecogene:EG11229;ncbigene:946038;ncbigi:16129435;refseq_locus_tag:b1476;refseq_name:fdnI;refseq_synonym:ECK1470;refseq_synonym:JW1472;uniprot:P0AEK7	b1476
b1478	adhP	asap:ABE-0004928;ecogene:EG12622;ncbigene:946036;ncbigi:90111280;refseq_locus_tag:b1478;refseq_name:adhP;refseq_synonym:ECK1472;refseq_synonym:JW1474;refseq_synonym:yddN;uniprot:P39451	b1478
b1479	maeA	asap:ABE-0004931;ecogene:EG10948;ncbigene:946031;ncbigi:90111281;refseq_locus_tag:b1479;refseq_name:maeA;refseq_synonym:ECK1473;refseq_synonym:JW5238;refseq_synonym:sfcA;uniprot:P26616	b1479
