#MetaNetX/TSV/peptides.tsv 1.1
#ID	description	xrefs	gene_names
B3GT1_HUMAN	Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3Gal-T1) (Beta3GalT1) (EC 2.4.1.86) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)	uniprotkb:Q9Y5Z6	B3GALT1
B3GT2_HUMAN	Beta-1,3-galactosyltransferase 2 (Beta-1,3-GalTase 2) (Beta3Gal-T2) (Beta3GalT2) (EC 2.4.1.86) (UDP-galactose:2-acetamido-2-deoxy-D-glucose 3beta-galactosyltransferase 2)	uniprotkb:O43825	B3GALT2
B3GT4_HUMAN	Beta-1,3-galactosyltransferase 4 (Beta-1,3-GalTase 4) (Beta3Gal-T4) (Beta3GalT4) (GalT4) (b3Gal-T4) (EC 2.4.1.62) (Gal-T2) (Ganglioside galactosyltransferase) (UDP-galactose:beta-N-acetyl-galactosamine-beta-1,3-galactosyltransferase)	uniprotkb:O96024	B3GALT4;GALT4
B3GT5_HUMAN	Beta-1,3-galactosyltransferase 5 (Beta-1,3-GalTase 5) (Beta3Gal-T5) (Beta3GalT5) (b3Gal-T5) (EC 2.4.1.-) (Beta-3-Gx-T5) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5)	uniprotkb:Q9Y2C3	B3GALT5
B3GT6_HUMAN	Beta-1,3-galactosyltransferase 6 (Beta-1,3-GalTase 6) (Beta3Gal-T6) (Beta3GalT6) (EC 2.4.1.134) (GAG GalTII) (Galactosyltransferase II) (Galactosylxylosylprotein 3-beta-galactosyltransferase) (UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6)	uniprotkb:Q96L58	B3GALT6
B4GA1_HUMAN	Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)	uniprotkb:O43505	B4GAT1;B3GNT1;B3GNT6
B4GN1_HUMAN	Beta-1,4 N-acetylgalactosaminyltransferase 1 (EC 2.4.1.92) ((N-acetylneuraminyl)-galactosylglucosylceramide) (GM2/GD2 synthase) (GalNAc-T)	uniprotkb:Q00973	B4GALNT1;GALGT;SIAT2
B4GN2_HUMAN	Beta-1,4 N-acetylgalactosaminyltransferase 2 (EC 2.4.1.-) (Sd(a) beta-1,4-GalNAc transferase) (UDP-GalNAc:Neu5Aca2-3Galb-R b1,4-N-acetylgalactosaminyltransferase)	uniprotkb:Q8NHY0	B4GALNT2;GALGT2
B4GN3_HUMAN	Beta-1,4-N-acetylgalactosaminyltransferase 3 (B4GalNAcT3) (Beta4GalNAc-T3) (Beta4GalNAcT3) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase III) (N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 2) (NGalNAc-T2)	uniprotkb:Q6L9W6	B4GALNT3
B4GN4_HUMAN	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 (NGalNAc-T1) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase IV) (Beta4GalNAc-T4) (Beta4GalNAcT4)	uniprotkb:Q76KP1	B4GALNT4
B4GT1_HUMAN	Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]	uniprotkb:P15291	B4GALT1;GGTB2
B4GT2_HUMAN	Beta-1,4-galactosyltransferase 2 (Beta-1,4-GalTase 2) (Beta4Gal-T2) (b4Gal-T2) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 2) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 2)	uniprotkb:O60909	B4GALT2
B4GT3_HUMAN	Beta-1,4-galactosyltransferase 3 (Beta-1,4-GalTase 3) (Beta4Gal-T3) (b4Gal-T3) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 3) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 3)	uniprotkb:O60512	B4GALT3
B4GT4_HUMAN	Beta-1,4-galactosyltransferase 4 (Beta-1,4-GalTase 4) (Beta4Gal-T4) (b4Gal-T4) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Lactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 4) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 4)	uniprotkb:O60513	B4GALT4;UNQ552/PRO1109
B4GT5_HUMAN	Beta-1,4-galactosyltransferase 5 (Beta-1,4-GalTase 5) (Beta4Gal-T5) (b4Gal-T5) (EC 2.4.1.-) (Beta-1,4-GalT II) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5)	uniprotkb:O43286	B4GALT5
B4GT6_HUMAN	Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (EC 2.4.1.-) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6) (UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6)	uniprotkb:Q9UBX8	B4GALT6
B4GT7_HUMAN	Beta-1,4-galactosyltransferase 7 (Beta-1,4-GalTase 7) (Beta4Gal-T7) (b4Gal-T7) (EC 2.4.1.-) (Proteoglycan UDP-galactose:beta-xylose beta1,4-galactosyltransferase I) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 7) (UDP-galactose:beta-xylose beta-1,4-galactosyltransferase) (XGPT) (XGalT-1) (Xylosylprotein 4-beta-galactosyltransferase) (EC 2.4.1.133) (Xylosylprotein beta-1,4-galactosyltransferase)	uniprotkb:Q9UBV7	B4GALT7;XGALT1;UNQ748/PRO1478
BAAT_HUMAN	Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)	uniprotkb:Q14032	BAAT
BABA2_HUMAN	BRISC and BRCA1-A complex member 2 (BRCA1-A complex subunit BRE) (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)	uniprotkb:Q9NXR7	BABAM2;BRCC45;BRE
BACH_HUMAN	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (hBACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)	uniprotkb:O00154	ACOT7;BACH
BAP31_HUMAN	B-cell receptor-associated protein 31 (BCR-associated protein 31) (Bap31) (6C6-AG tumor-associated antigen) (Protein CDM) (p28)	uniprotkb:P51572	BCAP31;BAP31;DXS1357E
BARD1_HUMAN	BRCA1-associated RING domain protein 1 (BARD-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BARD1)	uniprotkb:Q99728	BARD1
BAT1_HUMAN	b(0,+)-type amino acid transporter 1 (b(0,+)AT1) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)	uniprotkb:P82251	SLC7A9;BAT1
BCAT1_HUMAN	Branched-chain-amino-acid aminotransferase, cytosolic (BCAT(c)) (EC 2.6.1.42) (Protein ECA39)	uniprotkb:P54687	BCAT1;BCT1;ECA39
BCAT2_HUMAN	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)	uniprotkb:O15382	BCAT2;BCATM;BCT2;ECA40
BCDO1_HUMAN	Beta,beta-carotene 15,15'-dioxygenase (EC 1.13.11.63) (Beta-carotene dioxygenase 1) (Beta-carotene oxygenase 1)	uniprotkb:Q9HAY6	BCO1;BCDO;BCDO1;BCMO1
BCDO2_HUMAN	Beta,beta-carotene 9',10'-oxygenase (EC 1.13.11.71) (B-diox-II) (Beta-carotene dioxygenase 2)	uniprotkb:Q9BYV7	BCO2;BCDO2
BCKD_HUMAN	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (EC 2.7.11.4) (Branched-chain alpha-ketoacid dehydrogenase kinase) (BCKD-kinase) (BCKDHKIN)	uniprotkb:O14874	BCKDK
BDH2_HUMAN	3-hydroxybutyrate dehydrogenase type 2 (EC 1.1.1.-) (EC 1.1.1.30) (Dehydrogenase/reductase SDR family member 6) (Oxidoreductase UCPA) (R-beta-hydroxybutyrate dehydrogenase) (Short chain dehydrogenase/reductase family 15C member 1)	uniprotkb:Q9BUT1	BDH2;DHRS6;SDR15C1;UNQ6308/PRO20933
BDH_HUMAN	D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH) (Short chain dehydrogenase/reductase family 9C member 1)	uniprotkb:Q02338	BDH1;BDH;SDR9C1
BGAL_HUMAN	Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase) (Elastin receptor 1)	uniprotkb:P16278	GLB1;ELNR1
BGLR_HUMAN	Beta-glucuronidase (EC 3.2.1.31) (Beta-G1)	uniprotkb:P08236	GUSB
BHMT1_HUMAN	Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)	uniprotkb:Q93088	BHMT
BHMT2_HUMAN	S-methylmethionine--homocysteine S-methyltransferase BHMT2 (SMM-hcy methyltransferase) (EC 2.1.1.10) (Betaine--homocysteine S-methyltransferase 2)	uniprotkb:Q9H2M3	BHMT2
BIEA_HUMAN	Biliverdin reductase A (BVR A) (EC 1.3.1.24) (Biliverdin-IX alpha-reductase)	uniprotkb:P53004	BLVRA;BLVR;BVR
BIRC6_HUMAN	Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	uniprotkb:Q9NR09	BIRC6;KIAA1289
BLVRB_HUMAN	Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.24) (Biliverdin-IX beta-reductase) (Green heme-binding protein) (GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR)	uniprotkb:P30043	BLVRB;FLR
BMP1_HUMAN	Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP)	uniprotkb:P13497	BMP1;PCOLC
BN3D2_HUMAN	RNA 5'-monophosphate methyltransferase (EC 2.1.1.-) (BCDIN3 domain-containing protein)	uniprotkb:Q7Z5W3	BCDIN3D
BODG_HUMAN	Gamma-butyrobetaine dioxygenase (EC 1.14.11.1) (Gamma-butyrobetaine hydroxylase) (Gamma-BBH) (Gamma-butyrobetaine,2-oxoglutarate dioxygenase)	uniprotkb:O75936	BBOX1;BBH;BBOX
BPL1_HUMAN	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	uniprotkb:P50747	HLCS
BPNT1_HUMAN	3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (Bisphosphate 3'-nucleotidase 1) (PAP-inositol 1,4-phosphatase) (PIP)	uniprotkb:O95861	BPNT1
BRAP_HUMAN	BRCA1-associated protein (EC 2.3.2.27) (BRAP2) (Impedes mitogenic signal propagation) (IMP) (RING finger protein 52) (RING-type E3 ubiquitin transferase BRAP2) (Renal carcinoma antigen NY-REN-63)	uniprotkb:Q7Z569	BRAP;RNF52
BRE1A_HUMAN	E3 ubiquitin-protein ligase BRE1A (BRE1-A) (hBRE1) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A)	uniprotkb:Q5VTR2	RNF20;BRE1A
BRE1B_HUMAN	E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (95 kDa retinoblastoma-associated protein) (RBP95) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B)	uniprotkb:O75150	RNF40;BRE1B;KIAA0661
BRPF1_HUMAN	Peregrin (Bromodomain and PHD finger-containing protein 1) (Protein Br140)	uniprotkb:P55201	BRPF1;BR140
BSCL2_HUMAN	Seipin (Bernardinelli-Seip congenital lipodystrophy type 2 protein)	uniprotkb:Q96G97	BSCL2
BST1_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (EC 3.2.2.6) (ADP-ribosyl cyclase 2) (Bone marrow stromal antigen 1) (BST-1) (Cyclic ADP-ribose hydrolase 2) (cADPr hydrolase 2) (CD antigen CD157)	uniprotkb:Q10588	BST1
BTD_HUMAN	Biotinidase (Biotinase) (EC 3.5.1.12)	uniprotkb:P43251	BTD
BUD23_HUMAN	Probable 18S rRNA (guanine-N(7))-methyltransferase (EC 2.1.1.-) (Bud site selection protein 23 homolog) (Metastasis-related methyltransferase 1) (Williams-Beuren syndrome chromosomal region 22 protein) (rRNA methyltransferase and ribosome maturation factor)	uniprotkb:O43709	BUD23;MERM1;WBSCR22;HUSSY-03;PP3381
BUP1_HUMAN	Beta-ureidopropionase (EC 3.5.1.6) (BUP-1) (Beta-alanine synthase) (N-carbamoyl-beta-alanine amidohydrolase)	uniprotkb:Q9UBR1	UPB1;BUP1
C11B1_HUMAN	Cytochrome P450 11B1, mitochondrial (CYPXIB1) (Cytochrome P-450c11) (Cytochrome P450C11) (Steroid 11-beta-hydroxylase, CYP11B1) (EC 1.14.15.4)	uniprotkb:P15538	CYP11B1;S11BH
C11B2_HUMAN	Cytochrome P450 11B2, mitochondrial (Aldosterone synthase) (ALDOS) (Aldosterone-synthesizing enzyme) (CYPXIB2) (Corticosterone 18-monooxygenase, CYP11B2) (EC 1.14.15.5) (Cytochrome P-450Aldo) (Cytochrome P-450C18) (Steroid 11-beta-hydroxylase, CYP11B2) (EC 1.14.15.4) (Steroid 18-hydroxylase)	uniprotkb:P19099	CYP11B2
C1GLC_HUMAN	C1GALT1-specific chaperone 1 (C38H2-like protein 1) (C38H2-L1) (Core 1 beta1,3-galactosyltransferase 2) (C1Gal-T2) (C1GalT2) (Core 1 beta3-Gal-T2) (Core 1 beta3-galactosyltransferase-specific molecular chaperone)	uniprotkb:Q96EU7	C1GALT1C1;COSMC;HSPC067;MSTP143;UNQ273/PRO310
C1GLT_HUMAN	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (B3Gal-T8) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Beta-1,3-galactosyltransferase) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)	uniprotkb:Q9NS00	C1GALT1
C1TC_HUMAN	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) (Epididymis secretory sperm binding protein) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	uniprotkb:P11586	MTHFD1;MTHFC;MTHFD
C1TM_HUMAN	Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)	uniprotkb:Q6UB35	MTHFD1L;FTHFSDC1
C560_HUMAN	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)	uniprotkb:Q99643	SDHC;CYB560;SDH3
C9J2C7_HUMAN	NT5C1B-RDH14 readthrough (Fragment)	uniprotkb:C9J2C7	NT5C1B-RDH14
CACP_HUMAN	Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.137) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT)	uniprotkb:P43155	CRAT;CAT1
CAH12_HUMAN	Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII) (Tumor antigen HOM-RCC-3.1.3)	uniprotkb:O43570	CA12
CAH13_HUMAN	Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII)	uniprotkb:Q8N1Q1	CA13
CAH14_HUMAN	Carbonic anhydrase 14 (EC 4.2.1.1) (Carbonate dehydratase XIV) (Carbonic anhydrase XIV) (CA-XIV)	uniprotkb:Q9ULX7	CA14;UNQ690/PRO1335
CAH1_HUMAN	Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase B) (CAB) (Carbonic anhydrase I) (CA-I)	uniprotkb:P00915	CA1
CAH2_HUMAN	Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II)	uniprotkb:P00918	CA2
CAH3_HUMAN	Carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase III) (Carbonic anhydrase III) (CA-III)	uniprotkb:P07451	CA3
CAH4_HUMAN	Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)	uniprotkb:P22748	CA4
CAH5A_HUMAN	Carbonic anhydrase 5A, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VA) (Carbonic anhydrase VA) (CA-VA)	uniprotkb:P35218	CA5A;CA5
CAH5B_HUMAN	Carbonic anhydrase 5B, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VB) (Carbonic anhydrase VB) (CA-VB)	uniprotkb:Q9Y2D0	CA5B
CAH6_HUMAN	Carbonic anhydrase 6 (EC 4.2.1.1) (Carbonate dehydratase VI) (Carbonic anhydrase VI) (CA-VI) (Salivary carbonic anhydrase) (Secreted carbonic anhydrase)	uniprotkb:P23280	CA6
CAH7_HUMAN	Carbonic anhydrase 7 (EC 4.2.1.1) (Carbonate dehydratase VII) (Carbonic anhydrase VII) (CA-VII)	uniprotkb:P43166	CA7
CAH8_HUMAN	Carbonic anhydrase-related protein (CARP) (Carbonic anhydrase VIII) (CA-VIII)	uniprotkb:P35219	CA8;CALS
CAH9_HUMAN	Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1)	uniprotkb:Q16790	CA9;G250;MN
CALM1_HUMAN	Calmodulin-1	uniprotkb:P0DP23	CALM1;CALM;CAM;CAM1
CALM2_HUMAN	Calmodulin-2	uniprotkb:P0DP24	CALM2;CAM2;CAMB
CALM3_HUMAN	Calmodulin-3	uniprotkb:P0DP25	CALM3;CALML2;CAM3;CAMC;CAMIII
CAN3_HUMAN	Calpain-3 (EC 3.4.22.54) (Calcium-activated neutral proteinase 3) (CANP 3) (Calpain L3) (Calpain p94) (Muscle-specific calcium-activated neutral protease 3) (New calpain 1) (nCL-1)	uniprotkb:P20807	CAPN3;CANP3;CANPL3;NCL1
CANT1_HUMAN	Soluble calcium-activated nucleotidase 1 (SCAN-1) (EC 3.6.1.6) (Apyrase homolog) (Putative MAPK-activating protein PM09) (Putative NF-kappa-B-activating protein 107)	uniprotkb:Q8WVQ1	CANT1;SHAPY
CARM1_HUMAN	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	uniprotkb:Q86X55	CARM1;PRMT4
CATA_HUMAN	Catalase (EC 1.11.1.6)	uniprotkb:P04040	CAT
CATB_HUMAN	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	uniprotkb:P07858	CTSB;CPSB
CATC_HUMAN	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	uniprotkb:P53634	CTSC;CPPI
CATD_HUMAN	Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain]	uniprotkb:P07339	CTSD;CPSD
CATE_HUMAN	Cathepsin E (EC 3.4.23.34) [Cleaved into: Cathepsin E form I; Cathepsin E form II]	uniprotkb:P14091	CTSE
CATF_HUMAN	Cathepsin F (CATSF) (EC 3.4.22.41)	uniprotkb:Q9UBX1	CTSF
CATG_HUMAN	Cathepsin G (CG) (EC 3.4.21.20)	uniprotkb:P08311	CTSG
CATH_HUMAN	Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain]	uniprotkb:P09668	CTSH;CPSB
CATK_HUMAN	Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X)	uniprotkb:P43235	CTSK;CTSO;CTSO2
CATL1_HUMAN	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain]	uniprotkb:P07711	CTSL;CTSL1
CATL2_HUMAN	Cathepsin L2 (EC 3.4.22.43) (Cathepsin U) (Cathepsin V)	uniprotkb:O60911	CTSV;CATL2;CTSL2;CTSU;UNQ268/PRO305
CATO_HUMAN	Cathepsin O (EC 3.4.22.42)	uniprotkb:P43234	CTSO;CTSO1
CATS_HUMAN	Cathepsin S (EC 3.4.22.27)	uniprotkb:P25774	CTSS
CATW_HUMAN	Cathepsin W (EC 3.4.22.-) (Lymphopain)	uniprotkb:P56202	CTSW
CATZ_HUMAN	Cathepsin Z (EC 3.4.18.1) (Cathepsin P) (Cathepsin X)	uniprotkb:Q9UBR2	CTSZ
CB5D1_HUMAN	Cytochrome b5 domain-containing protein 1	uniprotkb:Q6P9G0	CYB5D1
CBLB_HUMAN	E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	uniprotkb:Q13191	CBLB;RNF56;Nbla00127
CBLC_HUMAN	E3 ubiquitin-protein ligase CBL-C (EC 2.3.2.27) (RING finger protein 57) (RING-type E3 ubiquitin transferase CBL-C) (SH3-binding protein CBL-3) (SH3-binding protein CBL-C) (Signal transduction protein CBL-C)	uniprotkb:Q9ULV8	CBLC;CBL3;RNF57
CBLL2_HUMAN	E3 ubiquitin-protein ligase CBLL2 (EC 2.3.2.27) (Cbl proto-oncogene-like protein 2) (RING-type E3 ubiquitin transferase ZNF645) (Zinc finger protein 645) (c-Cbl-like protein 2)	uniprotkb:Q8N7E2	CBLL2;ZNF645
CBL_HUMAN	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	uniprotkb:P22681	CBL;CBL2;RNF55
CBPA1_HUMAN	Carboxypeptidase A1 (EC 3.4.17.1)	uniprotkb:P15085	CPA1;CPA
CBPA2_HUMAN	Carboxypeptidase A2 (EC 3.4.17.15)	uniprotkb:P48052	CPA2
CBPA3_HUMAN	Mast cell carboxypeptidase A (MC-CPA) (EC 3.4.17.1) (Carboxypeptidase A3)	uniprotkb:P15088	CPA3
CBPA5_HUMAN	Carboxypeptidase A5 (EC 3.4.17.-)	uniprotkb:Q8WXQ8	CPA5
CBPA6_HUMAN	Carboxypeptidase A6 (EC 3.4.17.-)	uniprotkb:Q8N4T0	CPA6;CPAH
CBP_HUMAN	CREB-binding protein (Histone lysine acetyltransferase CREBBP) (EC 2.3.1.48) (Protein-lysine acetyltransferase CREBBP) (EC 2.3.1.-)	uniprotkb:Q92793	CREBBP;CBP
CBR1_HUMAN	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196) (EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)	uniprotkb:P16152	CBR1;CBR;CRN;SDR21C1
CBR3_HUMAN	Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3) (Short chain dehydrogenase/reductase family 21C member 2)	uniprotkb:O75828	CBR3
